,actively_hiring,Type_of_job,company_name,location,salary,experience
5169,,Business Development Manager,MAGNUS INSURANCE COMPANY LIMITED,Work from home,₹  2.52 - 3 LPA,0-1 years
5170,,Senior Sales Executive,LOTUS GLOBAL FACILITY MANAGEMENT,Bangalore,₹  2.4 - 4.2 LPA,4-6 years
5171,,Sales Specialist,LOTUS GLOBAL FACILITY MANAGEMENT,Bangalore,₹  2.4 - 4.2 LPA,0-1 years
5172,,Sales Executive,Lords Hotels & Resorts,Jaipur,₹  2.16 - 2.64 LPA,1-3 years
5173,,Sales Manager,Lords Hotels & Resorts,Jaipur,₹  2.4 - 3 LPA,1-3 years
5174,,Sales Executive,Lords Hotels & Resorts,Jaipur,₹  2.16 - 2.64 LPA,1-3 years
5175,,Business Development Manager,LIVOCTA JOBS,Ludhiana,₹  6 - 8.5 LPA,4-6 years
5176,,Electrical Engineer,LIVOCTA JOBS,Mumbai,₹  2.4 - 4.5 LPA,4-6 years
5177,,Electrical Engineer,LIVOCTA JOBS,Mumbai,₹  2.3 - 3.5 LPA,1-3 years
5178,,Electrical Engineer,LIVOCTA JOBS,Mumbai,₹  2.4 - 4 LPA,1-3 years
5179,,Electrical Engineer,LIVOCTA JOBS,Ahmedabad,₹  4 - 6 LPA,4-6 years
5180,,Sales Manager,Link8 Intelisystems Pvt Ltd,Noida,₹  5 - 7 LPA,4-6 years
5181,,Telecaller,Lavish Holiday Pvt. Ltd.,Bangalore,₹  2.2 - 2.5 LPA,0-1 years
5182,,Business Development Executive,Group Landmark,Ahmedabad,₹  2.4 - 3.6 LPA,1-3 years
5183,,Senior Architect,Lario Interiors,Chennai,₹  14.4 - 43.2 LPA,1-3 years
5184,,Graphic Designer,Labkafe,Kolkata,₹  2.4 - 3 LPA,1-3 years
5185,,Sales Executive,Kvinsh Chemicals,Ahmedabad,₹  3 - 4.2 LPA,4-6 years
5186,,Junior Accountant,Kukulkan Manpower Consultancy,Madurai,Competitive salary,1-3 years
5187,,Content Writer,Kukulkan Manpower Consultancy,Chennai,Competitive salary,4-6 years
5188,,Design Engineer,Kukulkan Manpower Consultancy,Chennai,Competitive salary,4-6 years
5189,,Sales Executive,Kukulkan Manpower Consultancy,Bangalore,Competitive salary,1-3 years
5190,,Digital Marketing Executive,Kukulkan Manpower Consultancy,Chennai,₹  4 - 5 LPA,4-6 years
5191,,Graphic Designer,Kukulkan Manpower Consultancy,Sivakasi,₹  4 - 4.8 LPA,7-10 years
5192,,Customer Service Executive,Kukulkan Manpower Consultancy,Mumbai,Competitive salary,1-3 years
5193,,Business Development Specialist,Kuberjee Tech Private Limited,Surat,₹  2.4 - 4.8 LPA,1-3 years
5194,,Senior Accountant,KSNR Services,Noida,₹  5.4 - 7.8 LPA,4-6 years
5195,,Business Development Manager,KITES Senior Care,Bangalore,₹  8 - 12 LPA,4-6 years
5196,,Sales Executive,Khazana Jewellery Pvt. Ltd.,Chennai,₹  2.04 - 3 LPA,0-1 years
5197,,Full Stack Developer,Kevnit Digital Solutions Private Limited,Bangalore,₹  4.8 - 6 LPA,1-3 years
5198,,WordPress Developer,Kevnit Digital Solutions Private Limited,Bangalore,₹  2.4 - 3.6 LPA,1-3 years
5199,,Senior Marketing Executive,KEVIN PUBLICATION PRIVATE LIMITED,Ahmedabad,₹  3 - 3.6 LPA,1-3 years
5200,,Sales Executive,K11 School Of Fitness Sciences,Mumbai,₹  2.52 - 4.32 LPA,1-3 years
5201,,Graphic Designer,KAVUNGAL AGRO TECH PRIVATE LIMITED,Thrissur,Competitive salary,1-3 years
5202,,Digital Marketing Specialist,KAVUNGAL AGRO TECH PRIVATE LIMITED,Thrissur,Competitive salary,1-3 years
5203,,Business Development Manager,Karizma Konnect,Delhi,₹  7 - 10 LPA,7-10 years
5204,,Marketing Associate,Cresurge Private Limited,Bangalore,₹  3 - 4.2 LPA,1-3 years
5205,,Video Editor,Cresurge Private Limited,Bangalore,₹  3 - 4.8 LPA,1-3 years
5206,,Mechanical Engineer,JTS GROUP,Mumbai,₹  2.16 - 3.6 LPA,1-3 years
5207,,Business Development Manager,Journey Konnect's,Mumbai,₹  6 - 7 LPA,4-6 years
5208,,Business Development Manager,Journey Konnect's,Delhi,₹  6 - 7 LPA,4-6 years
5209,,Business Development Manager,Journey Konnect's,Mumbai,₹  6 - 7 LPA,4-6 years
5210,,Recruiter,Journey Konnect's,Noida,₹  2.4 - 4.2 LPA,1-3 years
5211,,Business Development Executive,Journey Konnect's,Bangalore,₹  2.4 - 3.36 LPA,1-3 years
5212,,Civil Engineer,JOGNIYA EXPLOSIVES PRIVATE LIMITED,Gangapur,Competitive salary,4-6 years
5213,,Business Development Manager,JobStars HR Solutions Pvt Ltd,Cochin,₹  18 - 27 LPA,4-6 years
5214,,Sales Manager,JobStars HR Solutions Pvt Ltd,Thiruvananthapuram,₹  2.4 - 3.6 LPA,1-3 years
5215,,Business Analyst,JobStars HR Solutions Pvt Ltd,Cochin,Competitive salary,0-1 years
5216,,Marketing Executive,JobStars HR Solutions Pvt Ltd,Cochin,₹  2.16 - 3 LPA,1-3 years
5217,,Customer Service Manager,JobStars HR Solutions Pvt Ltd,Kerala,₹  2.16 - 3.6 LPA,1-3 years
5218,,Digital Marketing Manager,JobStars HR Solutions Pvt Ltd,Kerala,₹  3.6 - 9 LPA,1-3 years
5219,,Customer Service Manager,JobStars HR Solutions Pvt Ltd,Kerala,₹  3 - 4.2 LPA,4-6 years
5220,,Marketing Manager,JobStars HR Solutions Pvt Ltd,Kerala,₹  4.8 - 7.2 LPA,7-10 years
5221,,Graphic Designer,Job In Gujarat,Ahmedabad,₹  3 - 3.6 LPA,1-3 years
5222,,Business Development Manager,Jetcotech Engineering,Ahmedabad,₹  4.5 - 6 LPA,4-6 years
5223,,WordPress Developer,ITech Ecommerce Pvt. Ltd.,Noida,₹  4.8 - 5.4 LPA,1-3 years
5224,,Business Development Associate,Inflection Point Ventures,Gurgaon,₹  6 - 8 LPA,1-3 years
5225,,Business Development Executive,Inwinteck Pvt Ltd,Thane,₹  2.8 - 4 LPA,1-3 years
5226,,Business Development Executive,Inwinteck Pvt Ltd,Thane,₹  2.4 - 4.8 LPA,1-3 years
5227,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Panipat,₹  2.5 - 5 LPA,1-3 years
5228,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Panipat,₹  2.5 - 4.5 LPA,1-3 years
5229,,Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Noida,₹  2.4 - 4.8 LPA,1-3 years
5230,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Kurukshetra,₹  2.5 - 5 LPA,1-3 years
5231,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Ludhiana,₹  2 - 4 LPA,1-3 years
5232,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Panipat,₹  2 - 5 LPA,1-3 years
5233,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Panipat,₹  2.4 - 4.5 LPA,1-3 years
5234,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Pune,₹  3 - 5 LPA,1-3 years
5235,,Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Noida,₹  2.16 - 6 LPA,1-3 years
5236,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Pune,₹  3 - 5 LPA,1-3 years
5237,,Senior Sales Executive,INVESTORS CLINIC INFRATECH PRIVATE LIMITED,Pune,₹  2 - 6 LPA,1-3 years
5238,,Recruiter,Inventionyard,Hyderabad,₹  2 - 4 LPA,1-3 years
5239,,Digital Marketing Manager,Internshala,Gurgaon,₹  3 - 6 LPA,7-10 years
5240,,PHP Developer,Insignia Web And Marketing Private Limited,Bhopal,Competitive salary,1-3 years
5241,,PHP Developer,INoid Solutions,Jodhpur,Competitive salary,1-3 years
5242,,Marketing Manager,INLITE FURNISHINGS PVT LTD,Kozhikode,₹  3 - 4.2 LPA,4-6 years
5243,,PHP Developer,InfoCentroid Software Solutions Pvt.Ltd.,Indore,₹  2 - 5 LPA,1-3 years
5244,,Sales Executive,Infinity Smart Service India Pvt. Ltd.,Thane,₹  2.16 - 3.84 LPA,1-3 years
5245,,Customer Service Executive,Infinitalent Consulting (P) Ltd,Bangalore,₹  5 - 7 LPA,4-6 years
5246,,Customer Service Executive,Infinitalent Consulting (P) Ltd,Bangalore,₹  5 - 7 LPA,4-6 years
5247,,Digital Marketing Manager,DCS Group,Mumbai,₹  10 - 12 LPA,4-6 years
5248,,Architect,DCS Group,Bhopal,₹  3 - 4 LPA,4-6 years
5249,,Architect,DCS Group,Gurgaon,₹  3 - 4 LPA,4-6 years
5250,,Business Analyst,DCS Group,Jaipur,₹  4 - 5 LPA,4-6 years
5251,,Architect,DCS Group,Indore,₹  5 - 9 LPA,10-15 years
5252,,Senior Accountant,DCS Group,Raipur,₹  3 - 3.6 LPA,7-10 years
5253,,Senior PHP Developer,Index Global Technology Pvt. Ltd,Lucknow,₹  2.4 - 10 LPA,4-6 years
5254,,Content Writer,IGLOBE SOLUTIONS,Jaipur,₹  2.16 - 3 LPA,1-3 years
5255,,Sales Manager,ICICI Bank,Bangalore,₹  3 - 3.6 LPA,1-3 years
5256,,Digital Marketing Executive,IBhejo Ecommerce Pvt. Ltd,Mumbai,₹  2 - 3 LPA,1-3 years
5257,,Marketing Manager,Hustlehub,Bangalore,Competitive salary,4-6 years
5258,,Business Development Manager,HRINPUTS Consulting Services Pvt. Ltd.,Hyderabad,Competitive salary,1-3 years
5259,,Sales Manager,Housejoy,Bangalore,₹  3.6 - 5 LPA,0-1 years
5260,,Information Technology Engineer,Horizon Technologies,Greater Noida,₹  2.4 - 2.6 LPA,1-3 years
5261,,Network Engineer,Horizon Technologies,Greater Noida,₹  4.8 - 5.3 LPA,1-3 years
5262,,Business Development Executive,HOPS HEALTHCARE,Ahmedabad,₹  2.4 - 3.6 LPA,1-3 years
5263,,Business Analyst,HOPS HEALTHCARE,Ahmedabad,₹  4 - 6.5 LPA,4-6 years
5264,,Business Development Associate,Homoeo Amigo,Noida,₹  2.4 - 3.6 LPA,1-3 years
5265,,Senior Sales Executive,HomeLane,Kolkata,₹  4 LPA,4-6 years
5266,,Customer Service Manager,H&M Virtual Services Private Limited,Vadodara,₹  3.6 - 4.8 LPA,4-6 years
5267,,Talent Acquisition Manager,Hire Xpert,Bhubaneswar,₹  2.5 - 4 LPA,4-6 years
5268,,Graphic Designer,Herijobs,Ludhiana,₹  3 - 45 LPA,1-3 years
5269,,Digital Marketing Executive,Herijobs,Ludhiana,Competitive salary,1-3 years
5270,,Business Development Manager,Herijobs,Ludhiana,₹  3 - 45 LPA,1-3 years
5271,,Graphic Designer,Herijobs,Ludhiana,₹  3 - 4.5 LPA,1-3 years
5272,,WordPress Developer,Hegde Healthcare Pvt Ltd,Hyderabad,₹  43.2 - 57.6 LPA,4-6 years
5273,,Graphic Designer,HATTI FOOD AND BEVERAGES PRIVATE LIMITED,Bangalore,₹  3 - 3.6 LPA,1-3 years
5274,,Full Stack Developer,Hamon Technologies,Kozhikode,Competitive salary,1-3 years
5275,,Business Development Manager,Hadiytechnologies,Chennai,₹  3 - 4.44 LPA,4-6 years
5276,,Marketing Specialist,Growel Feeds Private Limited,Hyderabad,₹  4.2 - 12 LPA,1-3 years
5277,,Business Development Manager,GREYSOFT SOLUTIONS PRIVATE LIMITED,Mumbai,Competitive salary,7-10 years
5278,,Business Development Manager,Grass Roots Research & Creation India (P) Ltd.,Noida,₹  6 - 8.4 LPA,1-3 years
5279,,Business Development Manager,Grass Roots Research & Creation India (P) Ltd.,Noida,₹  4.8 - 8.4 LPA,4-6 years
5280,,Design Engineer,Gravity Consultants,Pune,₹  2.5 - 4.5 LPA,4-6 years
5281,,Design Engineer,Gravity Consultants,Pune,₹  2.5 - 4.5 LPA,1-3 years
5282,,Marketing Executive,Gravity Consultants,Pune,₹  2.4 - 3 LPA,1-3 years
5283,,Digital Marketing Executive,Go Future Digital Team Inc,Kolkata,₹  3.6 - 4.8 LPA,1-3 years
5284,,Business Development Manager,GlobeSecure Technologies Limited,Mumbai,₹  8 - 12 LPA,4-6 years
5285,,Sales Executive,Global Sai Jobs,Bangalore,Competitive salary,1-3 years
5286,,Business Development Manager,GLOBAL ANALYTICAL SERVICES,Chennai,Competitive salary,4-6 years
5287,,Business Development Executive,Glaubetech Inventions Pvt Ltd,Kozhikode,₹  3 - 4.2 LPA,1-3 years
5288,,Business Development Manager,GenesisPlacementServices,Chennai,₹  4 - 6.5 LPA,4-6 years
5289,,Senior Architect,Gamut HR Solutions,Hyderabad,₹  3 - 6 LPA,4-6 years
5290,,Senior Graphic Designer,Gamut HR Solutions,Hyderabad,₹  3 - 6 LPA,4-6 years
5291,,Marketing Manager,Gamut HR Solutions,Hyderabad,₹  3 - 6 LPA,4-6 years
5292,,Corporate Sales Manager,Gamut HR Solutions,Hyderabad,₹  4 - 6 LPA,4-6 years
5293,,Marketing Manager,Gamut HR Solutions,Hyderabad,₹  3.6 - 4.5 LPA,4-6 years
5294,,Business Development Manager,Gamut HR Solutions,Hyderabad,₹  4.8 - 6 LPA,4-6 years
5295,,Sales Manager,Gamut HR Solutions,Hyderabad,₹  2.4 - 5 LPA,4-6 years
5296,,Sales Manager,FUTURETEK ESOLUTIONS INDIA PRIVATE LIMITED,Jaipur,₹  3 - 5.4 LPA,1-3 years
5297,,JavaScript Developer,Ftechiz Solutions Private Limited,Dehradun,Competitive salary,4-6 years
5298,,Civil Engineer,Frigus Technology Pvt Ltd,Bangalore,₹  2.4 - 3.6 LPA,1-3 years
5299,,Senior Finance Executive,FreshToHome,Bangalore,Competitive salary,4-6 years
5300,,Sales Manager,FracSpace Private Limited,Hyderabad,₹  2.5 - 5 LPA,1-3 years
5301,,WordPress Developer,Flymedia Technology,Ludhiana,₹  3 - 4.2 LPA,4-6 years
5302,,Marketing Executive,Factor Human Resources Pvt. Ltd.,Kottayam,₹  2.16 - 3.36 LPA,1-3 years
5303,,Marketing Executive,Factor Human Resources Pvt. Ltd.,Kottayam,₹  2.4 - 4.2 LPA,0-1 years
5304,,Marketing Executive,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  2.4 - 3 LPA,0-1 years
5305,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kannur,₹  3 - 6 LPA,1-3 years
5306,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Thiruvananthapuram,₹  5 - 6 LPA,1-3 years
5307,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kottayam,₹  3 - 6 LPA,1-3 years
5308,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  5 - 6 LPA,1-3 years
5309,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kottayam,₹  3 - 6 LPA,1-3 years
5310,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  5 - 6 LPA,1-3 years
5311,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kottayam,₹  3 - 6 LPA,1-3 years
5312,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Thiruvananthapuram,₹  3 - 6 LPA,1-3 years
5313,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  5 - 6 LPA,1-3 years
5314,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  5 - 6 LPA,1-3 years
5315,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  4.5 - 5 LPA,1-3 years
5316,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Kerala,₹  5 - 6 LPA,1-3 years
5317,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kerala,₹  3 - 6 LPA,1-3 years
5318,,Marketing Manager,Factor Human Resources Pvt. Ltd.,Kerala,₹  3 - 5 LPA,1-3 years
5319,,Corporate Sales Manager,Factor Human Resources Pvt. Ltd.,Kerala,₹  5 - 6 LPA,1-3 years
5320,,Business Development Manager,Factor Human Resources Pvt. Ltd.,Ernakulam,₹  2.8 - 3 LPA,1-3 years
5321,,Business Development Executive,Faction Global Infotech Private Limited,Gorakhpur,₹  2.4 - 3 LPA,1-3 years
5322,,Business Development Executive,Faction Global Infotech Private Limited,Haridwar,₹  2.4 - 3 LPA,1-3 years
5323,,Business Development Executive,Faction Global Infotech Private Limited,Dehradun,₹  2.4 - 3 LPA,1-3 years
5324,,Sales Manager,EXCITING TALES,Bangalore,Competitive salary,1-3 years
5325,,Python Developer,Exacore IT Solutions,Thrissur,₹  5 - 8 LPA,4-6 years
5326,,Business Development Manager,Europ Assistance India,Mumbai,₹  9 LPA,10-15 years
5327,,Business Development Specialist,Enterprise Analytic LLP,Ahmedabad,₹  30 - 72 LPA,1-3 years
5328,,Telecaller,ENRICH PLACEMENT SOLUTIONS,Bangalore,Competitive salary,0-1 years
5329,,Network Engineer,Employehub,Pune,₹  4 - 6 LPA,4-6 years
5330,,Senior Python Developer,EMBLAZE Training & Services,Bangalore,₹  18 - 24 LPA,4-6 years
5331,,Sales Manager,Link Composites Private Limited,Mumbai,₹  6 - 8 LPA,4-6 years
5332,,Business Development Manager,Ekmatra Technology Pvt Ltd,Mumbai,₹  3 - 6 LPA,4-6 years
5333,,Sales Manager,EarnYoung,Delhi,₹  7 - 9 LPA,7-10 years
5334,,Digital Marketing Manager,EarnYoung,Bangalore,₹  3 - 4.2 LPA,1-3 years
5335,,Business Development Manager,EarnYoung,Bangalore,₹  5 - 6 LPA,4-6 years
5336,,WordPress Developer,DWebPixel Technologies Pvt Ltd,Pune,₹  3 - 6 LPA,4-6 years
5337,,Lead Generation Executive,DWebPixel Technologies Pvt Ltd,Pune,₹  2.4 - 3 LPA,1-3 years
5338,,Graphic Designer,Dr Positive Homeopathy,Hyderabad,₹  2 - 4.2 LPA,4-6 years
5339,,WordPress Developer,Dr Positive Homeopathy,Hyderabad,₹  3 - 7 LPA,4-6 years
5340,,Customer Service Executive,Ditinus™ Technology Private Ltd.,Mohali,₹  2.16 - 2.4 LPA,1-3 years
5341,,PHP Developer,DINJAN,Surat,Competitive salary,1-3 years
5342,,PHP Developer,Digi Rush Solutions,Mohali,₹  3 - 3.6 LPA,1-3 years
5343,,PHP Developer,Digi Rush Solutions,Mohali,₹  3 - 3.6 LPA,1-3 years
5344,,Business Development Manager,DHA Business Solutions & Technologies,Hyderabad,₹  4.2 LPA,1-3 years
5345,,PHP Developer,Devout Tech Consultants Pvt Ltd,Mohali,₹  21.6 - 57.6 LPA,1-3 years
5346,,PHP Developer,Devout Tech Consultants Pvt Ltd,Mohali,₹  21.6 - 72 LPA,1-3 years
5347,,PHP Developer,Devout Tech Consultants Pvt Ltd,Mohali,₹  21.6 - 72 LPA,1-3 years
5348,,Recruitment Specialist,Devout Tech Consultants Pvt Ltd,Mohali,₹  2.4 - 4.2 LPA,1-3 years
5349,,Recruitment Specialist,Devout Tech Consultants Pvt Ltd,Mohali,₹  28.8 - 43.2 LPA,1-3 years
5350,,Software Developer,Devout Tech Consultants Pvt Ltd,Mohali,₹  2.4 - 6.6 LPA,4-6 years
5351,,Senior Business Development Executive,Designerrs | UI UX Design Academy,Mumbai,₹  3.5 - 6 LPA,0-1 years
5352,,Field Sales Executive,Decodejobs,Surat,₹  2.76 - 4.8 LPA,1-3 years
5353,,Senior Business Development Executive,DataMites™,Bangalore,₹  3 - 5.5 LPA,1-3 years
5354,,Sales Manager,Sigaram Holdings Private Limited,Chennai,₹  2.4 - 3.6 LPA,4-6 years
5355,,Senior Sales Manager,Sigaram Holdings Private Limited,Chennai,₹  2.4 - 5.4 LPA,4-6 years
5356,,Senior Marketing Executive,Career Point Consultancy,Delhi,₹  4 - 7 LPA,4-6 years
5357,,Digital Marketing Specialist,Colan Infotech Private Limited,Chennai,Competitive salary,7-10 years
5358,,PHP Developer,Colan Infotech Private Limited,Chennai,Competitive salary,1-3 years
5359,,PHP Developer,Colan Infotech Private Limited,Chennai,Competitive salary,1-3 years
5360,,Business Development Executive,Colan Infotech Private Limited,Chennai,Competitive salary,1-3 years
5361,,Digital Marketing Specialist,Colan Infotech Private Limited,Chennai,Competitive salary,4-6 years
5362,,Data Scientist,Colan Infotech Private Limited,Chennai,₹  6 - 22 LPA,7-10 years
5363,,Python Developer,Colan Infotech Private Limited,Chennai,₹  10 - 18 LPA,4-6 years
5364,,Web Developer,CN Solutions,Mumbai,Competitive salary,4-6 years
5365,,Graphic Designer,Chemmanur International Holidays And Resorts,Mumbai,₹  2 - 3 LPA,1-3 years
5366,,Sales Manager,Clix Capital,Delhi,₹  3 - 5 LPA,1-3 years
5367,,ASP.NET Developer,Boby Chemmanur International Group,Thrissur,₹  2.4 - 4.8 LPA,1-3 years
5368,,Accountant,Boby Chemmanur International Group,Thrissur,Competitive salary,1-3 years
5369,,Digital Marketing Manager,Chit1 Studios,Mohali,₹  2.64 - 3.6 LPA,1-3 years
5370,,Business Development Executive,Centrix Interiors,Hyderabad,₹  6 - 7.2 LPA,4-6 years
5371,,Operations Executive,Celebratd,Pune,₹  2 - 3.5 LPA,1-3 years
5372,,Talent Acquisition Specialist,Career Strike HR Solutions,Bandra,₹  10 - 12 LPA,1-3 years
5373,,Senior Accountant,Capthical,Surat,₹  3 - 5 LPA,1-3 years
5374,,Business Analyst,CIPHER Oncology Pvt. Ltd.,Hyderabad,₹  2.4 - 3.6 LPA,1-3 years
5375,,Marketing Executive,CIPHER Oncology Pvt. Ltd.,Hyderabad,₹  2.4 - 3.6 LPA,1-3 years
5376,,Sales Manager,Cag Pride,Coimbatore,₹  3 - 3.6 LPA,7-10 years
5377,,Sales Manager,Cag Pride,Coimbatore,₹  3 - 3.6 LPA,7-10 years
5378,,Sales Manager,Cag Pride,Coimbatore,₹  3 - 3.6 LPA,7-10 years
5379,,Sales Manager,Cag Pride,Coimbatore,₹  3 - 3.6 LPA,7-10 years
5380,,Sales Executive,Buisnessbook,Nashik,₹  2.16 - 3 LPA,0-1 years
5381,,Business Development Executive,BSN Infotech Pvt. Ltd.,Ballia,Competitive salary,1-3 years
5382,,Customer Service Associate,Brillanz Software Solutions LLP,Pune,₹  2.88 - 4.8 LPA,1-3 years
5383,,Customer Service Associate,Brillanz Software Solutions LLP,Pune,₹  2.4 - 4.8 LPA,1-3 years
5384,,Customer Service Associate,Brillanz Software Solutions LLP,Pune,₹  25.92 - 54.72 LPA,1-3 years
5385,,Customer Service Associate,Brillanz Software Solutions LLP,Pune,₹  2.16 - 4.56 LPA,1-3 years
5386,,Corporate Sales Manager,"Dubai Jobs, Gulf Jobs, Jobs In Dubai, Qatar, Kuwait - Boyen Haddin & The Giant HR Consultant",Mumbai,₹  15 - 22 LPA,4-6 years
